Country,CountryAlpha3Code,Date,confirmed,deaths,recoveries,confirmed_inc,deaths_inc,recoveries_inc,ECR,GRTStringencyIndex,DaysSince1Cases,DaysSince100Cases,confirmed_PopPct,deaths_PopPct,recoveries_PopPct
Turkey,TUR,2020-01-22,0,0,0.0,32.0,0.0,6.0,0.0,0.0,-49,-57,0.0,0.0,0.0
Turkey,TUR,2020-01-23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-48,-56,0.0,0.0,0.0
Turkey,TUR,2020-01-24,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-47,-55,0.0,0.0,0.0
Turkey,TUR,2020-01-25,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-46,-54,0.0,0.0,0.0
Turkey,TUR,2020-01-26,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-45,-53,0.0,0.0,0.0
Turkey,TUR,2020-01-27,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-44,-52,0.0,0.0,0.0
Turkey,TUR,2020-01-28,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-43,-51,0.0,0.0,0.0
Turkey,TUR,2020-01-29,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-42,-50,0.0,0.0,0.0
Turkey,TUR,2020-01-30,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-41,-49,0.0,0.0,0.0
Turkey,TUR,2020-01-31,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-40,-48,0.0,0.0,0.0
Turkey,TUR,2020-02-01,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-39,-47,0.0,0.0,0.0
Turkey,TUR,2020-02-02,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-38,-46,0.0,0.0,0.0
Turkey,TUR,2020-02-03,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-37,-45,0.0,0.0,0.0
Turkey,TUR,2020-02-04,0,0,0.0,0.0,0.0,0.0,0.0,2.78,-36,-44,0.0,0.0,0.0
Turkey,TUR,2020-02-05,0,0,0.0,0.0,0.0,0.0,0.0,8.33,-35,-43,0.0,0.0,0.0
