Country,CountryAlpha3Code,Date,confirmed,deaths,recoveries,confirmed_inc,deaths_inc,recoveries_inc,ECR,GRTStringencyIndex,DaysSince1Cases,DaysSince100Cases,confirmed_PopPct,deaths_PopPct,recoveries_PopPct
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,62.5,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
US,USA,2020-07-20,3839546,141858,1160087.0,62090.0,563.0,28966.0,0.01680407006453377,83.33,180,138,1.1697390871482591,0.04321783029157034,0.3534269698533531
